CODE	NAME	COUNTRY_COUNTRY_ID
8785	Kammer Purchase Books	US
8786	Eliminations for Location	
8787	Sereg Purchase Books	US
8789	FCG Adj	
8790	Durco Corporation	US
8791	CV Adj	
8792	FCD Adj	
8800	SRD US Corporate	US
8805	SRD - Adjustment	
8810	Valtek Purchase Books	US
8812	FCD Suzhou - Schmidt	CN
8822	FCD Suzhou - Ahaus	CN
8823	FCD Suzhou - Fls Flow Control UK	CN
8824	FCD Suzhou - HDA Bangalore	CN
8826	FCD Suzhou - Argus	CN
8830	Germany - Ahaus Atomac	DE
8841	FCD Suzhou - Automation	
8851	FCD Suzhou - NAF AB	CN
8852	Flowserve FCD - Suzhou � Essen	CN
8923	Arabian Seals Investment	
8926	Flowserve Canada Assets Corp	CA
8929	FPD E CALDER PLANT FINANCIAL DATA	CH
8933	FFC AUDCO INDIA	IN
8935	To Be Determined	
8937	SEAL ITALY SYSTEMS	IT
8943	FLOWSERVE HAMBURG THRUSTER	DE
8945	FPD HAMBURG GEO-THERM	DE
8947	FFC VILLACH - OIL AND GAS	AT
8949	FLS INTERNATIONAL ME VALVES LLC	SA
8955	FLOWSERVE FRANCE SAS	FR
8957	To Be Determined	
8961	FLOWSERVE DUTCH CANADA HOLDINGS LP	CA
8965	FLOWSERVE FRANCE HOLDING SNC	FR
8971	FPD CHANGSHA CHINA JV (OLD)	CN
9092	Flowserve Parent of Guarantor/Non-Guarantor Adjustments	
9093	Flowserve Guarantor Adjustments	
9094	Flowserve Non- Guarantor Adjustments	
9802	FSG ENG'D - NORTH AMERICA ALLOCATIONS	
9803	FSG ENG'D - EMA ALLOCATIONS	
9804	FSG ENG'D - LATIN AMERICA ALLOCATIONS	
9806	FSG INDUSTRIAL - ALLOCATIONS	
9807	ALLOCATE FSG CORPEXP	
9820	FLS COMPRESSION SYS-AUSR NON-CTRLNG INT	AT
9821	SRG SAUDI MOTOR REPAIR SHOP NON-CTRL INT	SA
9822	FSD SAUDI JV - AL KHOBAR NON-CTRLNG INT	SA
9823	FSD MALASYA MELAKA NON-CONTROLLING INT	MY
9825	MINORITY INTEREST IN SAUDI JV	SA
9826	FFC GESTRA BREMEN NON-CONTROLING INT	DE
9853	Flowserve Limited	
9854	Flowserve Spa	IT
9864	Purchase Accounting	
9870	PURCHASE ACCOUNTING ENTITY FOR EMCOMET	AR
9871	FLS VALBART PURCHASE PRICE ADJ	IT
9902	Flowserve Corporation	
9903	CFM VR Tesco Inc	
9904	Flowserve International Inc	
9905	Flowserve International LLC	
9906	Ingersoll-Dresser Pump Company	
9908	BW/IP New Mexico Inc	
9909	Flowserve Europe Holdings ApS (EURO)	
9910	Flowserve Finance BV (EURO)	
9912	PMV Inc	
9913	Flowserve BV - Purchase Books IDP	NL
9914	FLOWSERVE DORTMUND PURCHASE BKS	DE
9916	Corporate International Adjustment	
9917	Flowserve Netherlands CV II	
9920	Flowserve US Inc	
9921	SRD US Corp	
9922	Flowserve RED	
9923	FLOWSERVE INSURANCE COMPANY	
9924	Flowserve Receivable Corp	
9925	Flowserve Holdings II LLC	
9930	Flowserve Finance ApS	
9933	Flowserve Italy LLC	
9934	Flowserve Latin America Holdings	
yyyy	Pac Seal	
7908	Sterling Fluid Systems (Belgium) NV	BE
CP4515	AMSS Global Manufacturing Hubs 	
CP4516	AMSS - NA Parts Group	
CP4519	AMSS - Manufacturing - LA	
RU_1 TEMP 	TEMP1 Site (CP4515)	
CP4518	AMSS - Seal Manufacturing - EMA	
CP4621	AMSS - Seal Manufacturing - NA	US
CP4538	FSG ALT Foundry Division	
7	Hubs_7	
CP4540	AMSS - PUMP LA	
8282	FSG Pump ARC - Jakarta	ID
8375	FSG Taiwan Pump QRC Kaohsiung	TW
CP4530	AMSS - PUMP NA QRC North	
CP4531	Pump NA QRC West	
CP4527	AMSS Pump NA QRCS	
RU_1 	TEMP1 Site (CP4524)	
RU_2 	TEMP2 Site (CP4524)	
RU_01	TEMP1 Site (CP4555)	
CP4556	AMSS - Seal APAC QRCS	
CP4559	AMSS - Pump SE Asia QRC	
003	APAC_3	
CP4557	AMSS - SE Assia QRCS	
CP4560	AMSS - North Asia QRCS	
01	EMA_1 TEMP (4543)	
CP4546	AMSS - Pump North Europe	
CP4550	AMSS - Seal QRCS EMA	
02	EMA_2 TEMP (4543)	
CP454	AMSS - Pump UK Scandinavia	
1030	USA, Houston - PMC, TX	US
8334	Mexico - Flowserve Latin America Parts Group	MX
8340	 Mexico - LCS Tlaxcala	MX
8341	EMCOMET Operation in Tlaxcala Mexico	MX
3090	Seal US - Kalamozoo	US
8005	Seal Argentina - Mendoza	AR
8351	FSD Peru - Lima	PE
8490	FSD Venezuela F- Maracaibo	VE
8480	FPD ENG'D Venezuela F	VE
8485	SRG Pump Maracaibo Venezuela F	VE
8120	FDP ENG'D Chile - Santiago	CL
8010	SRG Pump Mendoza Argentina	AR
8067	SRG Pump Rio De Janeiro Brazil	BR
1615	SRG Pump W. Chicago IL (ELGIN)	US
1610	SRG Pump Rancho Dominguez CA	US
8407	FLOWSERVE SINGAPORE R&D	SG
EPOA	EPO Americas	
7911	IAS Belgium Pension New	
7938	IPCORD	
8030	Austria, Sieghartskirchen	AT
8709	China, Suzhou - FPD	CN
8210	SRG Pump Leipzig Germany	DE
8229	Netherlands, Moerdijk Systems	NL
3045	USA, Burr Ridge, IL	US
0100	USA, GTTC_IRV	US
1220	USA, Phillipsburg, NJ	US
8939	Seal Europe Cost Center	NL
8953	SUFA JOINT VENTURE	CN
8963	FLOWSERVE DUTCH CANADA HOLDINGS ULC	CA
9801	FSG ENG'D - ALLOCTIONS	
9805	FSG ENG'D - ASIA PACIFIC ALLOCATIONS	
9824	FCD VALBART CN NCI	CN
9856	Flowserve S.A.S.	FR
9901	Flowserve Management Company	
9907	Flowserve Holdings Inc	
9911	Flowserve Global Lending BV (EURO)	NL
1900	USA, Div Selling - Operations	US
0275	Flowserve CV6 Holdings LLC	NL
1380	FSG Industrial SIHI Integration	US
1840	FSG EPO HQ	US
1937	FPD Purchase Adjustment	US
3265	Marathon Cattlettsburg	
8115	Canada, Woodbridge	CA
8034	Belgium - FFC Belgium	BE
8083	Canada - Montreal	
8170	France - Sarl FPD WW	US
8200	Germany - Kammer Control Valves	DE
8261	India - Valtek Controls - Oil and Gas	IN
8323	Korea - Hyosung Ebara (5%)	
8369	FCD China Control	CN
3920	Pump Abu Dhabi Investment	US
3985	Total Petrochem	
5000	Springville, UT Valve	US
5060	Middle East Valve	
5120	Freeport, TX Valve (Angleton, TX (Davco Flwsrv)	
5202	Dallas, TX PMV	
5903	FCD Division Selling	US
7250	Tacoma, WA Steam	
7330	Portage, IN Valve Repair	
7455	International Online	
7543	Sterling Fluid Systems Gesellschaft mbH	
7815	SIHI Pumps (ASIA) Pte Ltd.	
7896	G&A Costs Spain	
8090	SRG Pump Leduc Canada	CA
cccc	Germany, Hamburg Geo	DE
8410	Seal Spain - Madrid	ES
3000	USA, El Dorado, AR	US
8393	Spain - Corporate	ES
8424	Switzerland - Calder IP	CH
8479	Venezuela - Maracaibo Valve	VE
8719	China FPD Selling	CN
8793	Auto Adj	
8832	FCD Suzhou - Limitorque	CN
9091	Flowserve Guarantor/Non-Guarantor Eliminations	
9915	Flowserve Purchase Books - IFC	
7857	Itzehoe (Sales & Marketing)	
7821	SIHI Pumps And Services (Thailand) Ltd.	TH
8365	Singapore - Control Valves	SG
